scorer,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000
bodyparts,Snout,Snout,Snout,LFL,LFL,LFL,RFL,RFL,RFL,LHL,LHL,LHL,RHL,RHL,RHL,Tailtip,Tailtip,Tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
404,597.1416214,204.7651196,1,532.8645782,213.7437057,1,547.3401719,198.0463438,1,439.4543211,211.9848297,0.999999762,478.5833411,213.9023372,1,367.5726545,181.8465223,1
405,600.3537335,204.4498396,1,532.6529518,215.0821371,1,558.3171892,199.3592103,1,465.7247922,209.1702139,0.727477729,478.2764597,214.8626428,1,370.2925241,183.2688684,1
406,600.3537335,204.4498386,1,532.6529518,215.0821371,1,558.3171892,199.3592103,1,465.7247922,209.1702139,0.727477729,478.2764597,214.8626428,1,370.2925241,183.2688684,1
407,604.2261463,203.5666213,1,532.4906149,215.685648,1,567.9659874,201.0308232,1,445.6857799,204.829767,1,477.8748422,214.6541235,1,373.3252212,184.6732473,1
408,604.2670469,203.5413809,1,532.5072489,215.6912951,1,567.9660404,201.0499382,1,445.7012718,204.8376088,1,477.8512322,214.6666691,1,373.3100604,184.6805243,1
409,607.8227332,202.588305,1,532.5458485,215.0695133,1,582.4591448,204.9599335,1,455.6557016,201.1070223,1,476.8987655,213.1026218,1,376.2184334,185.951282,1
410,607.8227332,202.588305,1,532.5458485,215.0695133,1,582.4591448,204.9599335,1,455.6557016,201.1070223,1,476.8987655,213.1026218,1,376.2184334,185.951282,1
411,611.1169767,201.5148149,1,533.8749789,214.8993597,1,587.4613251,206.3199162,1,464.4511201,199.1714783,0.999998331,475.9732361,213.9469243,1,378.9229012,187.3525119,1
412,611.1071486,201.4766288,1,533.8759505,214.8873358,1,587.4669262,206.3099725,1,464.5275807,199.2164731,0.999998093,475.9082651,213.9337023,1,378.8939357,187.3234425,1
413,614.0513992,201.1320419,1,534.3103821,214.1216459,1,584.4298239,210.5895581,1,530.3578205,212.1462717,0.006586408,475.4590242,212.9605751,1,381.5694491,189.0178299,1
414,614.0513992,201.1320419,1,534.3103821,214.1216459,1,584.4298239,210.5895581,1,530.3578205,212.1462717,0.006586408,475.4590242,212.9605751,1,381.5694491,189.0178299,1
415,616.862452,201.4732418,1,534.5506005,214.1398363,1,583.5224552,213.3368502,1,527.4648638,210.5391914,0.031067692,474.8407307,213.2703056,1,384.9571598,189.2338257,1
416,616.8570185,201.4783049,1,534.54914,214.1385736,1,583.5222261,213.3478069,1,527.457593,210.5390419,0.031188831,474.8392085,213.272871,1,384.9485359,189.2395992,1
417,618.9578462,201.5673327,1,534.9226732,214.3938789,1,583.5243971,213.4140778,1,500.9700135,206.427573,0.968956828,475.1697217,213.1419058,1,387.9714477,188.6896095,1
418,618.9578462,201.5673327,1,534.9226732,214.3938789,1,583.5243971,213.4140778,1,500.9700135,206.427573,0.968956828,475.1697217,213.1419058,1,387.9714477,188.6896095,1
419,622.3371029,201.8300605,1,534.301831,213.7617149,1,583.7891259,214.5840092,1,509.4346708,203.5867801,1,474.6925092,212.8934145,1,391.7078307,188.388032,1
420,622.2387729,201.8797994,1,534.2208271,213.9357834,1,583.7749381,214.6071997,1,509.4564444,203.8275094,1,474.8785442,213.0421247,1,391.7114801,188.4334974,1
421,625.190299,202.2192669,1,535.1723859,214.1601181,1,584.1891127,214.9541216,1,516.9102973,203.1905966,1,474.8690449,212.6198139,1,395.0122228,187.4793353,1
422,625.119184,202.4361262,1,535.250627,214.2240858,1,584.0131974,214.8081417,1,516.7034321,203.1705589,1,474.8823373,212.6400976,1,394.8584647,187.5609884,1
423,627.5874214,203.3609347,1,535.7900541,213.7199821,1,583.7072611,215.022191,1,524.3733205,205.0557852,1,475.1915174,213.7274834,1,398.3668735,187.227994,1
424,627.6049662,203.3761187,1,535.7881615,213.7205201,1,583.7346327,215.0525599,1,524.390755,205.0689993,1,475.1911926,213.7251377,1,398.3729372,187.2659364,1
425,629.6672482,204.1113968,1,538.0750184,212.5761938,1,583.4291234,215.2276354,1,529.8198843,207.6678925,1,475.8027215,213.5768911,1,402.1491623,186.6704946,1
426,629.6672482,204.1113968,1,538.0750184,212.5761938,1,583.4291234,215.2276354,1,529.8198843,207.6678925,1,475.8027215,213.5768911,1,402.1491623,186.6704946,1
427,632.8071647,204.1062508,1,538.9012152,211.3921106,1,583.2993135,215.357686,1,531.9262243,208.0210409,1,475.5209508,213.8671801,1,406.4993787,186.3543091,1
428,632.8075943,204.1439943,1,538.954628,211.4742967,1,583.2680187,215.4696851,1,531.9278687,208.013113,1,475.5321674,213.9296043,1,406.4910769,186.4952292,1
429,636.1203293,204.0037374,1,542.8175769,212.3468753,1,583.6035311,215.2387412,1,533.5351602,209.333518,1,475.8641329,213.6646543,1,410.0798388,187.0893164,1
430,636.1860573,203.9866204,1,540.906406,211.8746932,1,583.7889831,215.1979861,1,533.6350342,209.0122275,1,475.811697,213.531574,1,410.0125136,187.0971537,1
431,640.0175343,203.4144769,1,548.2748543,209.0146909,1,583.0824707,214.7438354,1,534.0229208,211.1303291,1,475.6414733,213.4682137,1,412.6646486,186.8501267,1
432,640.090076,203.434382,1,548.21466,209.216557,1,582.9600041,214.7497056,1,533.9998479,211.2239771,1,475.6413169,213.3675389,1,412.7255917,186.9539623,1
433,644.018033,203.4560037,1,555.8722543,207.1776907,1,583.062649,215.9653203,1,533.8890676,212.1110039,1,476.4836426,213.2893466,1,416.2333961,186.6228571,1
434,644.2377634,203.4330568,1,555.6331838,207.0534277,1,583.0339656,215.6996734,1,534.0926909,211.6451077,1,475.8750931,213.1811963,1,416.0926247,186.445137,1
435,646.5387542,203.0960536,1,562.581394,208.212791,0.998073339,583.6478801,216.5643873,1,534.7097826,213.1441345,1,478.8099165,211.498992,1,418.0655408,185.5867062,1
436,646.5410304,203.0555034,1,562.4701352,208.3918858,0.998029053,583.6315804,216.5885887,1,534.6440759,213.1426716,1,479.305146,211.3924317,1,418.1614413,185.5712748,1
437,649.2580147,202.9024467,1,579.6571169,207.8168507,0.395528376,583.8275914,216.7539883,1,536.317688,213.4687643,1,483.8864885,207.3954098,1,420.7566365,185.1416073,1
438,649.2580147,202.9024467,1,579.6571169,207.8168507,0.395528376,583.8275914,216.7539883,1,536.317688,213.4687643,1,483.8864885,207.3954098,1,420.7566365,185.1416073,1
439,652.1843081,203.1202755,1,587.3473764,205.3239136,0.909756064,583.1472261,216.9919057,1,535.9192052,212.916729,1,493.5371239,201.2765346,1,423.3037727,186.0717621,1
440,652.1651516,203.0866542,1,587.4456646,205.3284988,0.902536392,583.1521313,217.0171065,1,535.9340451,212.9446602,1,493.5708309,201.2930937,1,423.3277419,186.0835538,1
441,654.4615798,202.3507266,1,597.1260386,203.0434284,0.999997735,583.4007077,216.676846,1,536.9181285,212.9894114,1,505.0787802,198.9373226,1,426.2168221,187.9373045,1
442,654.4615798,202.3507266,1,597.1260386,203.0434284,0.999997735,583.4007077,216.676846,1,536.9181285,212.9894114,1,505.0787797,198.9373226,1,426.2168221,187.9373045,1
443,657.8592992,202.2167745,1,606.6327257,201.5274339,0.998439133,582.9003332,217.0946579,1,536.8323598,213.8638821,1,515.9748629,198.7785397,1,429.2195334,189.4784203,1
444,657.8784513,202.1979518,1,606.6839938,201.115344,0.99838233,582.8785756,217.0960793,1,536.9760189,213.8373079,1,515.8288946,198.8875761,1,429.1796848,189.4608612,1
445,659.9564395,202.3804884,1,620.2284146,202.7987137,0.999980807,583.2180583,217.5634756,1,535.5374694,214.183996,1,530.9478134,199.5958357,1,431.6447368,190.7996936,1
446,659.9564395,202.3804884,1,620.2284146,202.7987137,0.999980807,583.2180583,217.5634756,1,535.5374694,214.183996,1,530.9478134,199.5958357,1,431.6447368,190.7996936,1
447,663.5816255,202.287683,1,634.5777642,207.0385818,0.999999642,583.0403111,217.3003917,1,536.6387167,212.9154692,1,543.4065723,205.5286914,1,434.6796079,191.983089,1
448,663.6232934,202.345778,1,634.5066477,207.058044,0.999999642,583.0391691,217.2963881,1,536.4636073,212.829749,1,543.370635,205.5545678,1,434.6116881,191.8909154,1
449,666.6978683,202.6720967,1,638.0486343,208.649497,1,581.4429458,216.6561155,1,538.657697,213.5342503,1,552.6610532,207.4341738,1,437.3695093,191.6914132,1
450,666.6978683,202.6720967,1,638.0486343,208.649497,1,581.4429458,216.6561155,1,538.657697,213.5342503,1,552.6610532,207.4341738,1,437.3695093,191.6914132,1
451,670.1164463,202.2709703,1,640.1345,213.2547083,1,580.6974382,218.1492968,1,535.5103421,212.0671225,1,565.0866674,206.4455452,1,441.2830238,191.9218733,1
452,670.1185765,202.271347,1,640.134789,213.2548094,1,580.6974916,218.1484113,1,535.5127485,212.0624409,1,565.0872928,206.4476042,1,441.2909403,191.9153194,1
453,673.1807866,202.4107723,1,640.2019496,214.8806076,1,578.1904398,218.3269725,1,536.0352817,211.8813934,1,572.571728,209.7985659,1,444.9007702,191.1482332,1
454,673.1807866,202.4107723,1,640.2019496,214.8806076,1,578.1904398,218.3269725,1,536.0352817,211.8813934,1,572.571728,209.7985659,1,444.9007702,191.1482332,1
455,676.5782795,202.9363022,1,640.7353253,215.7460537,1,579.4360926,217.211391,1,536.72648,212.9857941,1,576.335268,211.6224662,1,448.3932624,189.6683121,1
456,676.583293,202.947392,1,640.7289996,215.7372715,1,579.4419224,217.2271652,1,536.7318311,212.9836216,1,576.3502102,211.6211538,1,448.3981943,189.686986,1
457,680.1222339,202.6472397,1,640.662643,215.7157183,1,580.0697141,216.7561865,1,536.3892565,213.5918837,1,578.1713881,212.585406,1,452.3874547,189.6147861,1
458,680.1222339,202.6472397,1,640.662643,215.7157183,1,580.0697141,216.7561865,1,536.3892565,213.5918837,1,578.1713881,212.585406,1,452.3874547,189.6147861,1
459,684.1494055,202.5687022,1,640.7796922,216.0493274,1,582.7510428,215.6896818,1,537.3581076,213.4525166,1,580.8723131,212.096554,1,455.7522788,188.6280146,1
460,684.1492577,202.5693955,1,640.7794194,216.0497766,1,582.7502468,215.6915085,1,537.3549981,213.4483662,1,580.8714273,212.097223,1,455.7515512,188.6301651,1
461,688.9381804,201.7236252,1,641.0291128,216.5726914,1,586.5707264,212.7381541,1,537.3662739,213.2554207,1,580.5298023,212.9634583,1,458.7800636,187.2313457,1
462,688.9381804,201.7236252,1,641.0291128,216.5726914,1,586.5707264,212.7381541,1,537.3662739,213.2554207,1,580.5298023,212.9634583,1,458.7800636,187.2313457,1
463,692.103899,201.6832256,1,641.021904,216.1781745,1,595.7269328,206.246604,1,536.7326217,212.9088373,1,580.6374426,213.2693312,1,461.1572651,186.5058622,1
464,692.101615,201.6819973,1,641.0214114,216.17697,1,595.7266838,206.246707,1,536.7332101,212.9092674,1,580.638135,213.2692323,1,461.1581469,186.5070896,1
465,694.425611,202.8133993,1,640.5438147,216.4874244,1,608.39996,199.0340726,1,535.863117,212.589448,1,579.2030911,214.3069558,1,463.9735079,186.1284428,1
466,694.425611,202.8133993,1,640.5438147,216.4874244,1,608.39996,199.0340726,1,535.863117,212.589448,1,579.2030911,214.3069558,1,463.9735079,186.1284428,1
467,697.2785482,203.4499955,1,640.9038272,216.6680937,1,617.8685999,198.165771,1,535.4316313,212.6247358,1,578.3233948,214.2146463,1,466.5074501,186.1782365,1
468,697.279346,203.4332709,1,640.8720508,216.6810813,1,617.8867192,198.1693704,1,535.4325624,212.6178961,1,578.2902927,214.1958082,1,466.5126843,186.1725988,1
469,699.934514,204.1981792,1,639.9679058,216.8051438,1,633.3324337,199.646183,1,535.1268494,212.3717527,1,577.5796261,214.1304183,1,470.2077157,186.8091145,1
470,699.934514,204.1981792,1,639.9679058,216.8051438,1,633.3324337,199.646183,1,535.1268494,212.3717527,1,577.5796261,214.1304183,1,470.2077157,186.8091145,1
471,702.255543,204.361002,1,639.421428,215.2416441,1,642.0627162,198.5944138,1,535.7041826,212.4835596,1,577.6251807,214.2919557,1,473.1231146,186.4478374,1
472,702.194355,204.3377905,1,639.4595091,215.1468465,1,642.1036326,198.6792946,1,535.6928706,212.5055914,1,577.6122866,214.2706459,1,473.0750885,186.4380074,1
473,705.3019152,204.5872889,1,639.2729845,213.7740279,1,652.5556584,198.5306263,1,538.5877953,209.2430272,1,578.3736014,214.6007876,1,476.0139525,186.1529846,1
474,705.3019152,204.5872889,1,639.2729845,213.7740279,1,652.5556584,198.5306263,1,538.5877953,209.2430272,1,578.3736014,214.6007876,1,476.0139525,186.1529846,1
475,707.3877536,205.6941357,1,638.8280692,215.5064003,1,663.5899966,197.1363258,1,543.457098,204.4969119,1,578.0235929,214.4493592,1,479.7510891,186.5967956,1
476,707.4472578,205.7490387,1,638.8376532,215.5088155,1,663.5835619,197.1396217,1,543.4574873,204.4888695,1,578.0399346,214.4494319,1,479.7615318,186.5842485,1
477,710.4350917,205.3792906,1,639.6609566,215.853884,1,672.920094,200.6269722,1,551.8161981,199.6373858,1,578.8284559,213.0969439,1,483.2905101,187.1409225,1
478,710.4350917,205.3792906,1,639.6609566,215.853884,1,672.920094,200.6269722,1,551.8161981,199.6373858,1,578.8284559,213.0969439,1,483.2905101,187.1409225,1
479,713.9640832,204.7699451,1,640.1594276,217.0236969,1,684.284578,202.0402827,1,563.5603354,199.5824776,1,579.0645775,212.5886192,1,486.173039,188.248064,1
480,713.8803606,204.7656794,1,639.701298,216.7031074,1,683.3308206,201.2363338,1,563.5480312,200.1170306,1,578.6229109,212.2390976,1,486.2025931,188.2550678,1
481,717.1194017,203.6520929,1,640.0333567,216.4971385,1,692.5037915,203.4522266,0.999999762,572.382515,206.4894719,0.101818241,580.3871947,213.2119875,1,489.0025845,189.1145506,1
482,716.9406824,203.4910254,1,639.8726881,216.577126,1,692.3007178,203.368937,0.999999881,572.2558155,206.525646,0.168072075,580.3089736,213.1773558,1,489.1511736,189.1876307,1
483,721.5247364,202.6315942,1,640.0426931,216.611753,1,694.9850705,206.7105198,1,636.9528551,214.9090848,0.002933756,579.7942411,212.489707,1,491.5837132,189.6996241,1
484,721.527389,202.6346211,1,640.04566,216.5865703,1,694.9750736,206.7127037,1,636.9586525,214.8954296,0.002956519,579.8249626,212.4874468,1,491.5833921,189.6613913,1
485,724.4778156,201.6642108,1,640.6074762,215.8487284,1,696.4050798,207.7508976,1,602.1462617,205.1350392,0.999990582,579.1238375,212.1861572,1,494.8263059,189.4965477,1
486,724.4778156,201.6642108,1,640.6074762,215.8487284,1,696.4050798,207.7508976,1,602.1462617,205.1350392,0.999990582,579.1238375,212.1861572,1,494.8263059,189.4965477,1
487,726.6119037,201.5756254,1,639.6405454,214.9969051,1,698.7589974,204.9564981,1,612.0942329,204.4074154,1,579.0460654,211.5898409,1,498.2909427,187.2318096,1
488,726.5911129,201.5733542,1,639.6180108,215.0658443,1,698.7174978,204.943408,1,612.067538,204.3993502,1,578.9693189,211.5610228,1,498.2691588,187.2779598,1
489,731.3803234,201.5281005,1,639.6353393,215.3217473,1,712.5815248,204.9425595,0.999991655,621.1569569,204.0811157,1,579.2397684,211.8821774,1,502.3955975,184.9028263,1
490,731.3803234,201.5281005,1,639.6353393,215.3217473,1,712.5815248,204.9425595,0.999991655,621.1569569,204.0811157,1,579.2397684,211.8821774,1,502.3955975,184.9028263,1
491,735.0834122,199.9328215,1,640.4701085,214.8823748,1,723.6136533,204.7535436,1,628.3607879,205.6767235,1,580.3833119,212.1790085,1,505.7313657,183.1702788,1
492,735.05445,199.9570816,1,640.4362612,215.0785093,1,723.2323803,204.1321684,1,628.3274249,205.7716589,1,580.3268959,212.1466465,1,505.7340264,183.1485314,1
493,740.8873463,198.6758075,1,639.8955483,214.4908054,1,727.3874125,208.1728053,1,632.6180038,208.6639085,1,580.7057621,212.1720581,1,510.4177415,180.7596958,1
494,740.8873463,198.6758075,1,639.8955483,214.4908054,1,727.3874125,208.1728053,1,632.6180038,208.6639085,1,580.7057621,212.1720581,1,510.4177415,180.7596958,1
495,744.6328049,199.2076654,1,642.3240582,214.74036,1,730.3246002,211.664959,1,634.8382822,210.8669882,1,580.6681074,211.4397531,1,516.3724974,178.0710502,1
496,744.7020864,199.1835885,1,642.1232039,214.8065856,1,730.2823277,211.7819853,1,634.7697275,210.9101043,1,580.6187993,211.3699656,1,516.3879063,178.111825,1
497,750.8864141,197.7251263,1,645.7244763,213.1640948,1,729.944557,215.7516804,1,637.4045379,211.6427708,1,582.9483202,211.1550169,1,520.6871581,176.2625732,1
498,750.8864141,197.7251263,1,645.7244763,213.1640948,1,729.944557,215.7516804,1,637.4045379,211.6427708,1,582.9483202,211.1550169,1,520.6871581,176.2625732,1
499,756.2222553,198.0707874,1,651.7680091,211.0321864,0.999999762,732.7543955,215.1245661,1,640.1345067,211.3861837,1,584.6618447,210.0240335,1,525.7627225,173.5552386,1
500,756.2108647,198.056531,1,651.6562751,211.0330384,0.999999881,731.2099013,216.4693422,1,640.0406713,211.3172178,1,584.8171921,209.9714077,1,525.8068447,173.5557427,1
501,760.4467883,197.9080012,1,658.4801559,210.3270602,0.999999881,732.9050455,216.1306806,1,640.2021484,212.5467987,1,590.2701898,203.9705005,1,529.2708192,171.7149069,1
502,760.4467883,197.9080012,1,658.4801559,210.3270602,0.999999881,732.9050455,216.1306806,1,640.2021484,212.5467987,1,590.2701898,203.9705005,1,529.2708192,171.7149069,1
503,766.8471017,199.3800175,1,672.8554177,209.0545239,0.999935627,733.4090195,215.9747267,1,640.743391,212.9167547,1,598.7308481,199.3951559,1,533.5691794,171.1777353,1
504,766.9750226,199.2730105,1,672.7659068,209.0926347,0.999943972,733.3636599,215.9841816,1,640.6287847,212.9941921,1,598.7645433,199.3297048,1,533.5736324,171.1686778,1
505,771.2782383,199.6424274,1,684.4391187,206.5275223,0.999999404,732.9152784,215.8142946,1,639.5597296,212.3769083,1,606.8288274,195.6904826,1,537.8284807,171.3357172,1
506,771.2782383,199.6424274,1,684.4391187,206.5275223,0.999999404,732.9152784,215.8142946,1,639.5597296,212.3769083,1,606.8288274,195.6904826,1,537.8284807,171.3357172,1
507,775.9276681,200.5239539,1,692.1404912,204.8072119,0.999979496,732.5330944,215.7908835,1,640.3265829,211.7720752,1,618.8056245,190.298315,1,540.5582865,173.0072117,1
508,775.8452582,200.5080018,1,692.2114065,204.8533983,0.999980211,732.5910826,215.7987108,1,640.3590827,211.7102194,1,618.8221047,190.3161421,1,540.5512627,173.0062695,1
509,779.4278522,201.58355,1,717.6177776,211.3572466,0.608040214,732.6360264,215.218189,1,642.9835043,211.8701796,0.999999523,639.5908408,208.8048801,0.999998808,544.2269568,174.218446,1
510,779.4278522,201.58355,1,717.6177776,211.3572466,0.608040214,732.6360264,215.218189,1,642.9835043,211.8701796,0.999999523,639.5908408,208.8048801,0.999998808,544.2269568,174.218446,1
511,784.3633633,201.1612372,1,722.4775591,212.4330828,0.827844739,729.8805885,218.1579394,1,639.9915466,212.6382093,1,645.7451167,196.0125618,0.999513984,547.3492837,175.5906296,1
512,784.3658915,201.1629968,1,722.475473,212.43072,0.826091588,729.8782611,218.1597128,1,639.9955122,212.6449156,1,645.7790691,196.0086375,0.999552906,547.3490968,175.5924289,1
513,787.3959231,201.6000457,1,726.474818,216.6274352,0.544455528,731.8181641,221.6563975,1,639.2193623,213.823658,1,657.3414748,197.8628463,0.999187291,551.067148,177.1529465,1
514,787.3959231,201.6000457,1,726.474818,216.6274352,0.544455528,731.8181641,221.6563975,1,639.2193623,213.823658,1,657.3414748,197.8628463,0.999187291,551.067148,177.1529465,1
515,790.8462274,201.6666474,1,731.5334327,222.9114103,0.999999642,725.6479028,224.9089389,0.999999762,639.566649,213.0059816,1,667.8011379,197.7723343,1,554.9702873,178.7250185,1
516,790.8537037,201.6695447,1,731.4916917,222.9099312,0.999999642,725.6613663,224.9188545,0.999999762,639.5585463,212.9983022,1,667.7930824,197.7786036,1,554.9656296,178.7209716,1
517,794.2888417,203.4519005,1,731.593527,226.5687641,0.999999046,722.3143712,228.8090877,0.999999404,637.9806488,214.2132235,1,687.3326888,203.0961943,1,559.0033941,177.986299,1
518,794.2888417,203.4519014,1,731.593527,226.5687641,0.999999046,722.3143712,228.8090877,0.999999404,637.9806488,214.2132235,1,687.3326888,203.0961943,1,559.0033941,177.986299,1
519,800.3290615,205.3827152,1,768.6898665,214.0179162,0.999999762,723.3447762,230.0288773,0.999993563,637.6530354,213.3159058,1,704.7754502,204.2450762,1,564.6929089,174.8011801,1
520,800.3286238,205.3833065,1,768.6900237,214.0161784,0.999999881,723.3503663,230.026958,0.999993563,637.6933023,213.3211781,1,704.7771196,204.243639,1,564.6944419,174.7954576,1
521,805.3036532,205.5419054,1,768.6818218,217.2931051,1,726.6316581,229.6822087,1,640.2591217,213.701351,0.999993205,718.3115783,216.0349722,0.999994874,571.1433304,171.0079732,1
522,805.3036532,205.5419054,1,768.6818218,217.2931051,1,726.6316581,229.6822087,1,640.2591217,213.701351,0.999993205,718.3115783,216.0349722,0.999994874,571.1433304,171.0079732,1
523,810.5777006,207.0062504,1,768.6037197,217.0459466,1,725.1894436,226.018033,1,641.0680695,213.5728599,0.999995112,719.3816011,214.1086686,0.999999762,579.3423829,166.2017031,1
524,810.5790129,207.0124776,1,768.6047511,217.0482936,1,725.1899713,226.016818,1,641.0682673,213.5762016,0.999995232,719.3816068,214.1067874,0.999999762,579.338037,166.2010071,1
525,819.2579055,208.5127592,1,770.2405181,220.2461338,1,728.8513651,223.9558716,1,716.8271551,221.3523607,0.975102305,637.6847951,211.5232114,0.999996424,587.7873992,161.4741368,1
526,819.2579055,208.5127592,1,770.2405181,220.2461338,1,728.8513651,223.9558716,1,716.8271551,221.3523607,0.975102305,637.6847951,211.5232114,0.999996424,587.7873992,161.4741368,1
527,822.2377069,207.9813402,1,769.674017,223.5658965,1,730.4439138,223.6003716,0.999998808,718.3595634,225.4121165,0.995984435,637.9205508,213.2437696,0.999999881,595.6380049,157.338558,1
528,822.2363365,207.9795933,1,769.674583,223.5540035,1,730.4353454,223.6007595,0.999998808,718.3539686,225.4053049,0.995934963,637.9190918,213.2434783,0.999999881,595.6387017,157.3363082,1
529,827.2100916,207.1329393,1,770.3072802,222.1991434,0.999999762,758.780597,213.8186476,0.999999404,719.5823224,230.709568,0.998069704,720.6397641,239.136714,0.999992728,602.3250524,154.5414853,1
530,827.2100916,207.1329393,1,770.3072802,222.1991434,0.999999762,758.780597,213.8186476,0.999999404,719.5823224,230.709568,0.998069704,720.6397641,239.136714,0.999992728,602.3250524,154.5414853,1
531,833.1782789,207.6888294,1,766.1884732,225.273102,0.999999881,779.2916647,210.2561578,1,713.2833738,241.1758933,0.202784315,716.8849375,247.7659502,0.999999881,610.1128006,155.8882365,1
532,833.1795797,207.6906152,1,766.186625,225.2684953,0.999999881,779.2815485,210.2586604,1,713.27384,241.1913652,0.208298564,716.9013842,247.7849669,0.999999881,610.098951,155.8907022,1
533,835.4818807,207.5967174,1,765.4501785,224.3734689,1,788.4068032,212.9232839,0.999996424,714.2506795,242.5617647,0.011468239,717.9339792,258.3150499,0.999971271,616.3271413,160.7838278,1
534,835.4818807,207.5967174,1,765.4501785,224.3734689,1,788.4068032,212.9232839,0.999996424,714.2506795,242.5617647,0.011468239,717.9339792,258.3150499,0.999971271,616.3271413,160.7838278,1
535,842.9699349,208.5765162,1,764.1643818,224.1025462,1,817.0941916,210.8482051,0.999996543,756.2090335,221.6920211,0.019742932,720.635155,263.1052165,0.999948263,626.84811,175.9207625,0.999161959
536,842.9792929,208.5861535,1,764.1633211,224.1029787,1,817.1022751,210.8544893,0.999996543,756.2064438,221.6915148,0.019766146,720.6376891,263.112884,0.999948382,626.8149171,175.8830113,0.999217749
537,846.7861695,208.6231966,1,760.4605181,224.6863377,0.999999881,815.0538571,214.4279134,0.999999881,718.3331144,258.1235032,0.951497674,721.7825484,260.4129468,0.956010938,644.7604792,197.5438414,0.001500052
538,846.7861695,208.6231966,1,760.4605181,224.6863377,0.999999881,815.0538571,214.4279134,0.999999881,718.3331144,258.1235032,0.951497674,721.7825484,260.4129468,0.956010938,644.7604792,197.5438414,0.001500053
539,851.1823605,208.5472708,1,817.10078,218.6820467,1,815.9694195,215.0849218,0.999872684,709.9950172,243.9106985,0.724935889,711.9150555,258.3011234,0.999118865,674.0334042,212.2946983,0.620906293
540,851.2584224,208.4540925,1,817.1718512,218.741302,1,815.8907347,215.087713,0.99979955,710.0986328,243.9948742,0.756293178,711.5951638,258.2836151,0.999114096,673.1964636,212.8172449,0.430596799
541,854.5961483,206.3987448,1,814.1975858,220.2449561,1,819.6249654,214.5933299,0.882807374,698.3101139,251.2104418,0.086796999,705.2095661,250.9782925,0.999972463,616.2659626,210.7627246,0.99736768
542,854.4820485,206.5295153,1,813.7983094,220.5459351,1,819.9257696,214.7567804,0.814890623,697.3670878,251.3764414,0.033099785,704.5697317,251.039804,0.999991894,613.6639982,210.1503799,0.99558109
543,857.0752459,205.2833748,1,817.1990485,218.3876522,0.999999881,824.320365,215.9275734,0.97736907,771.243041,216.610177,0.013866276,698.120075,249.9991999,0.999999881,626.2769395,211.3313746,0.999994636
544,857.0733395,205.2818089,1,817.1954496,218.3820186,0.999999881,824.3167942,215.9336746,0.976749957,771.2378693,216.6127872,0.012927621,698.0777339,249.9986153,0.999999881,626.2317141,211.3720823,0.99999404
545,858.6961187,204.3790665,1,781.8329903,220.0025107,0.999999881,826.2867997,215.363498,0.987402141,693.7693331,241.4967468,0.318974108,695.2437201,245.4784987,0.999997377,631.1968567,211.8335737,0.999999881
546,858.6961187,204.3790665,1,781.8329903,220.0025107,0.999999881,826.2867997,215.363498,0.987402141,693.769333,241.4967468,0.318974108,695.2437201,245.4784987,0.999997377,631.1968567,211.8335736,0.999999881
547,861.585871,203.6458516,1,819.6217667,218.2526226,0.999999881,810.8656194,221.1996512,0.862323701,748.2461755,217.9050155,0.102453291,694.9107206,238.5512743,1,633.5093431,211.4593536,1
548,861.6321591,203.788177,1,820.4383565,217.4899797,1,810.7413321,221.1283717,0.961487234,748.3687795,217.9010406,0.091523446,694.8467264,238.4380436,0.999999881,633.3914933,211.4839351,1
549,863.8629308,203.5422106,1,818.2285293,217.513593,0.999998808,786.0705695,216.5711644,0.933423102,745.8073223,218.2002972,0.999999881,725.1430507,215.6796255,0.999994159,635.1149693,211.4734367,0.999999881
550,863.8629308,203.5422106,1,818.2285293,217.513593,0.999998808,786.0705695,216.5711644,0.933423102,745.8073223,218.2002972,0.999999881,725.1430507,215.6796255,0.999994159,635.1149693,211.4734367,0.999999881
551,864.9314208,204.327467,1,826.571129,215.3809748,0.999997854,803.7334891,221.7502412,0.999985456,745.2002313,218.5477266,1,725.6313337,214.5271397,1,635.4196979,211.9724897,0.999997497
